	AnimalID	Name	DateTime	OutcomeType	AnimalType	SexuponOutcome	AgeuponOutcome	Breed	Color	HasName	TimeofDay	WeekDay	Sex	IsIntact	AgeInYears	Age	IsMixBreed	MixorMultipleorSimple	SimpleBreed	Group	Size	IsMixColor	SimpleColor
123	A694408	Emma	2015-05-28 13:14:00	Transfer	Dog	Spayed Female	1 year	Pit Bull Mix	Brown Tiger/White	1	midday	3	Female	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Brown Tiger
124	A675549	Marco	2014-04-08 15:29:00	Transfer	Dog	Neutered Male	4 years	Chihuahua Shorthair Mix	White/Brown	1	midday	1	Male	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	White
125	A719876	Oreo	2016-02-02 15:58:00	Transfer	Dog	Spayed Female	1 year	Rat Terrier Mix	White/Black	1	midday	1	Female	0.0	1.0	0	1	Mix	Rat Terrier	Terrier	0	1	White
126	A676626	Pia	2014-05-30 16:54:00	Adoption	Dog	Spayed Female	2 months	English Pointer Mix	Brown/White	1	lateday	4	Female	0.0	0.16666666666666666	0	1	Mix	English Pointer	Sporting	2	1	Brown
127	A666478	Bleu	2013-11-04 17:51:00	Adoption	Dog	Spayed Female	1 year	Miniature Schnauzer/Yorkshire Terrier	Black/White	1	lateday	0	Female	0.0	1.0	0	0	Multiple	Miniature Schnauzer	Terrier	0	1	Black
128	A683507	Nameless	2014-07-15 17:26:00	Adoption	Dog	Spayed Female	3 years	Cairn Terrier Mix	Buff	0	lateday	1	Female	0.0	3.0	1	1	Mix	Cairn Terrier	Terrier	0	0	Buff
129	A487470	Midnight	2014-01-20 18:40:00	Euthanasia	Dog	Neutered Male	9 years	Labrador Retriever/Pit Bull	Black	1	lateday	0	Male	0.0	9.0	2	0	Multiple	Labrador Retriever	Sporting	1	0	Black
130	A668260	Nameless	2013-12-02 14:10:00	Transfer	Dog	Spayed Female	5 years	Great Dane	Black/White	0	midday	0	Female	0.0	5.0	1	0	Simple	Great Dane	Working	3	1	Black
131	A716964	Rello	2015-11-29 18:11:00	Return_to_owner	Dog	Intact Male	2 years	Chihuahua Shorthair Mix	Black/White	1	lateday	6	Male	1.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
132	A701029	Bode	2015-05-01 11:04:00	Return_to_owner	Dog	Neutered Male	2 years	Chesa Bay Retr	Brown	1	midday	4	Male	0.0	2.0	1	0	Simple	Chesa Bay Retr	Sporting	2	0	Brown
133	A668506	Jake	2015-11-03 16:40:00	Return_to_owner	Dog	Neutered Male	7 years	German Shepherd	Brown/Black	1	lateday	1	Male	0.0	7.0	2	0	Simple	German Shepherd	Herding	2	1	Brown
134	A701898	Anita	2015-05-10 18:38:00	Return_to_owner	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	Tan/Black	1	lateday	6	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Tan
135	A691605	Daisy	2014-11-08 14:41:00	Return_to_owner	Dog	Spayed Female	6 years	Plott Hound Mix	Brown Brindle	1	midday	5	Female	0.0	6.0	1	1	Mix	Plott Hound	Hound	2	0	Brown Brindle
136	A705111	Kiki	2015-06-24 15:25:00	Adoption	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Brown/Black	1	midday	2	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
137	A715741	Simba	2015-11-19 18:45:00	Adoption	Dog	Neutered Male	3 years	Chow Chow Mix	Red	1	lateday	3	Male	0.0	3.0	1	1	Mix	Chow Chow	NonSporting	1	0	Red
138	A668122	Nameless	2013-12-01 17:58:00	Adoption	Dog	Spayed Female	7 years	English Pointer	Liver/White	0	lateday	6	Female	0.0	7.0	2	0	Simple	English Pointer	Sporting	2	1	Liver
139	A664842	June	2013-11-09 19:21:00	Return_to_owner	Dog	Spayed Female	2 years	Pit Bull Mix	Brown/White	1	lateday	5	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown
140	A709067	Earlene	2015-08-05 00:00:00	Return_to_owner	Dog	Intact Female	5 months	Boxer Mix	Black/White	1	night	2	Female	1.0	0.4166666666666667	0	1	Mix	Boxer	Working	1	1	Black
141	A608918	Vader	2015-06-02 11:56:00	Transfer	Dog	Neutered Male	4 years	Basset Hound/Labrador Retriever	Black/White	1	midday	1	Male	0.0	4.0	1	0	Multiple	Basset Hound	Hound	1	1	Black
142	A651596	Brownie	2014-03-06 17:13:00	Return_to_owner	Dog	Neutered Male	2 years	Labrador Retriever Mix	Buff	1	lateday	3	Male	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Buff
143	A720190	Little Missy	2016-02-07 00:00:00	Transfer	Dog	Spayed Female	7 years	Airedale Terrier Mix	Tricolor	1	night	6	Female	0.0	7.0	2	1	Mix	Airedale Terrier	Terrier	1	0	Tricolor
144	A676609	Buddy	2014-07-06 12:46:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever/Chow Chow	Brown	1	midday	6	Male	0.0	1.0	0	0	Multiple	Labrador Retriever	Sporting	1	0	Brown
145	A693272	Kodiak	2015-01-31 13:33:00	Adoption	Dog	Neutered Male	1 month	Beagle/German Shepherd	Black/Brown	1	midday	5	Male	0.0	0.08333333333333333	0	0	Multiple	Beagle	Hound	0	1	Black
146	A672758	Daisy	2014-07-16 13:48:00	Transfer	Dog	Spayed Female	4 years	Chihuahua Shorthair/Rat Terrier	Tan/White	1	midday	2	Female	0.0	4.0	1	0	Multiple	Chihuahua Shorthair	Toy	0	1	Tan
147	A658690	Priscilla	2013-10-19 12:58:00	Adoption	Dog	Spayed Female	1 year	Pit Bull Mix	Black/White	1	midday	5	Female	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Black
148	A708390	Stella	2015-08-02 18:49:00	Adoption	Dog	Spayed Female	2 years	Flat Coat Retriever Mix	Black/White	1	lateday	6	Female	0.0	2.0	1	1	Mix	Flat Coat Retriever	Sporting	1	1	Black
149	A703383	Dharma	2015-05-28 15:25:00	Transfer	Dog	Spayed Female	10 years	Cocker Spaniel	Buff	1	midday	3	Female	0.0	10.0	2	0	Simple	Cocker Spaniel	Sporting	1	0	Buff
150	A699816	Pebbles	2015-04-11 18:01:00	Adoption	Dog	Spayed Female	10 years	Chihuahua Shorthair Mix	Tan	1	lateday	5	Female	0.0	10.0	2	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
151	A625690	Rainey	2014-07-21 11:09:00	Return_to_owner	Dog	Spayed Female	7 years	Rat Terrier Mix	White/Black	1	midday	0	Female	0.0	7.0	2	1	Mix	Rat Terrier	Terrier	0	1	White
152	A686406	Nameless	2014-08-25 17:12:00	Adoption	Dog	Neutered Male	1 year	Border Terrier/Chihuahua Shorthair	Tan/Black	0	lateday	0	Male	0.0	1.0	0	0	Multiple	Border Terrier	Terrier	0	1	Tan
153	A710318	Tank	2015-09-17 13:48:00	Transfer	Dog	Neutered Male	5 years	Pit Bull Mix	Brown Brindle/White	1	midday	3	Male	0.0	5.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
154	A698972	Kiki	2015-03-23 17:50:00	Return_to_owner	Dog	Spayed Female	6 years	Chihuahua Shorthair Mix	Black/Gray	1	lateday	0	Female	0.0	6.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
155	A683309	Nameless	2014-07-17 18:06:00	Euthanasia	Dog	Spayed Female	7 years	Pit Bull Mix	Tan/White	0	lateday	3	Female	0.0	7.0	2	1	Mix	Pit Bull	PitBull	1	1	Tan
156	A640316	Kato	2013-10-02 17:43:00	Adoption	Dog	Neutered Male	1 year	Chihuahua Longhair Mix	Black	1	lateday	2	Male	0.0	1.0	0	1	Mix	Chihuahua Longhair	Toy	0	0	Black
157	A682760	Jasper	2014-07-10 12:48:00	Adoption	Dog	Neutered Male	1 year	Jack Russell Terrier/Dachshund	White/Brown	1	midday	3	Male	0.0	1.0	0	0	Multiple	Jack Russell Terrier	Terrier	0	1	White
158	A588218	Roger	2014-12-03 14:24:00	Return_to_owner	Dog	Neutered Male	5 years	German Shepherd	Black/Brown	1	midday	2	Male	0.0	5.0	1	0	Simple	German Shepherd	Herding	2	1	Black
159	A669795	Roxi	2014-08-11 11:12:00	Return_to_owner	Dog	Spayed Female	2 years	Rottweiler Mix	Black/Tan	1	midday	0	Female	0.0	2.0	1	1	Mix	Rottweiler	Working	1	1	Black
160	A674448	Hedwig	2014-03-18 17:04:00	Adoption	Dog	Neutered Male	10 months	Siberian Husky Mix	White/Cream	1	lateday	1	Male	0.0	0.8333333333333334	0	1	Mix	Siberian Husky	Working	1	1	White
161	A672467	Apollo	2014-02-14 18:59:00	Adoption	Dog	Neutered Male	9 months	Cardigan Welsh Corgi/Cardigan Welsh Corgi	Fawn/White	1	lateday	4	Male	0.0	0.75	0	0	Multiple	Cardigan Welsh Corgi	Herding	1	1	Fawn
162	A720860	Nameless	2016-02-20 21:16:00	Adoption	Dog	Spayed Female	8 months	Chihuahua Shorthair Mix	Chocolate/White	0	night	5	Female	0.0	0.6666666666666666	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Chocolate
163	A701337	Nameless	2015-04-30 14:43:00	Transfer	Dog	Intact Male	1 year	Cairn Terrier Mix	Cream	0	midday	3	Male	1.0	1.0	0	1	Mix	Cairn Terrier	Terrier	0	0	Cream
164	A699819	Coco	2015-04-06 15:37:00	Return_to_owner	Dog	Intact Male	14 years	Chihuahua Shorthair Mix	Chocolate/White	1	midday	0	Male	1.0	14.0	2	1	Mix	Chihuahua Shorthair	Toy	0	1	Chocolate
165	A674638	Sam	2014-03-16 10:48:00	Return_to_owner	Dog	Neutered Male	7 years	Labrador Retriever Mix	Chocolate	1	morning	6	Male	0.0	7.0	2	1	Mix	Labrador Retriever	Sporting	1	0	Chocolate
166	A718743	Newton	2016-01-10 11:36:00	Adoption	Dog	Neutered Male	2 years	Shih Tzu	Gray/White	1	midday	6	Male	0.0	2.0	1	0	Simple	Shih Tzu	Toy	0	1	Gray
167	A714820	Lizzie	2015-11-05 00:00:00	Transfer	Dog	Spayed Female	6 months	Plott Hound Mix	Brown Brindle	1	night	3	Female	0.0	0.5	0	1	Mix	Plott Hound	Hound	2	0	Brown Brindle
168	A667613	Orion	2014-01-13 15:18:00	Adoption	Dog	Neutered Male	11 months	Australian Shepherd Mix	Tan/White	1	midday	0	Male	0.0	0.9166666666666666	0	1	Mix	Australian Shepherd	Herding	1	1	Tan
169	A696059	Chewy	2015-02-05 14:28:00	Adoption	Dog	Neutered Male	3 years	Chihuahua Shorthair Mix	Tan/White	1	midday	3	Male	0.0	3.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Tan
170	A676494	Jimmy	2014-04-27 15:11:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever/Border Collie	Black/White	1	midday	6	Male	0.0	1.0	0	0	Multiple	Labrador Retriever	Sporting	1	1	Black
171	A599155	Machete	2015-03-28 19:25:00	Euthanasia	Dog	Neutered Male	4 years	Chihuahua Shorthair Mix	White/Brown	1	lateday	5	Male	0.0	4.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	White
172	A691345	Jelly Bean	2014-11-09 14:47:00	Adoption	Dog	Spayed Female	2 months	Australian Cattle Dog Mix	Brown/White	1	midday	6	Female	0.0	0.16666666666666666	0	1	Mix	Australian Cattle Dog	Herding	1	1	Brown
173	A674659	Nameless	2014-03-21 17:10:00	Euthanasia	Dog	Intact Male	2 years	Labrador Retriever/Great Dane	Tan/Black	0	lateday	4	Male	1.0	2.0	1	0	Multiple	Labrador Retriever	Sporting	1	1	Tan
174	A683609	Rascal	2014-07-17 17:50:00	Return_to_owner	Dog	Neutered Male	6 years	Dachshund Mix	Brown	1	lateday	3	Male	0.0	6.0	1	1	Mix	Dachshund	Hound	0	0	Brown
175	A695710	Layla	2015-08-02 13:17:00	Transfer	Dog	Spayed Female	11 months	Boxer Mix	Brown Brindle/White	1	midday	6	Female	0.0	0.9166666666666666	0	1	Mix	Boxer	Working	1	1	Brown Brindle
176	A713063	Nameless	2015-10-08 16:26:00	Transfer	Dog	Spayed Female	1 year	Labrador Retriever Mix	Tan/White	0	lateday	3	Female	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	1	Tan
177	A667520	Nameless	2013-11-23 16:00:00	Transfer	Dog	Neutered Male	4 years	Shih Tzu/Miniature Poodle	Apricot/White	0	lateday	5	Male	0.0	4.0	1	0	Multiple	Shih Tzu	Toy	0	1	Apricot
178	A716488	Nameless	2015-11-23 00:00:00	Transfer	Dog	Neutered Male	2 years	Pit Bull Mix	Red	0	night	0	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Red
179	A667537	Nameless	2013-11-25 17:07:00	Adoption	Dog	Spayed Female	2 months	Australian Cattle Dog Mix	Red Merle/Black	0	lateday	0	Female	0.0	0.16666666666666666	0	1	Mix	Australian Cattle Dog	Herding	1	1	Red Merle
180	A684664	Leo	2014-08-10 17:25:00	Adoption	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Brown/White	1	lateday	6	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
181	A691531	Nameless	2014-11-07 17:15:00	Transfer	Dog	Intact Male	2 months	Australian Cattle Dog Mix	White/Brown	0	lateday	4	Male	1.0	0.16666666666666666	0	1	Mix	Australian Cattle Dog	Herding	1	1	White
182	A703630	Sheldon	2015-06-30 07:01:00	Adoption	Dog	Neutered Male	4 years	German Shepherd Mix	Brown	1	morning	1	Male	0.0	4.0	1	1	Mix	German Shepherd	Herding	2	0	Brown
183	A696247	Jillian	2015-11-22 13:47:00	Adoption	Dog	Spayed Female	2 years	Pointer Mix	Chocolate/White	1	midday	6	Female	0.0	2.0	1	1	Mix	Pointer	Sporting	1	1	Chocolate
184	A678185	Nameless	2014-05-09 19:30:00	Transfer	Dog	Spayed Female	2 years	Miniature Poodle Mix	Black/Gray	0	lateday	4	Female	0.0	2.0	1	1	Mix	Miniature Poodle	NonSporting	1	1	Black
185	A687055	Lizzie	2014-09-01 10:39:00	Return_to_owner	Dog	Spayed Female	10 years	Collie Smooth/Chow Chow	Sable	1	morning	0	Female	0.0	10.0	2	0	Multiple	Collie Smooth	Herding	2	0	Sable
186	A696819	Captain	2015-02-21 17:30:00	Adoption	Dog	Neutered Male	6 months	Cocker Spaniel Mix	Sable	1	lateday	5	Male	0.0	0.5	0	1	Mix	Cocker Spaniel	Sporting	1	0	Sable
187	A671201	Pablito	2014-01-25 18:34:00	Return_to_owner	Dog	Neutered Male	8 years	Chihuahua Shorthair Mix	Tricolor	1	lateday	5	Male	0.0	8.0	2	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
188	A715573	Nameless	2015-11-12 12:36:00	Adoption	Dog	Neutered Male	6 months	Labrador Retriever Mix	Buff	0	midday	3	Male	0.0	0.5	0	1	Mix	Labrador Retriever	Sporting	1	0	Buff
189	A669510	Kimchi	2014-01-01 18:45:00	Adoption	Dog	Spayed Female	1 year	Rottweiler/Labrador Retriever	Black/Tan	1	lateday	2	Female	0.0	1.0	0	0	Multiple	Rottweiler	Working	1	1	Black
190	A697892	Bella	2015-03-16 17:38:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	Brown/Black	1	lateday	0	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
191	A678958	Ares	2014-05-19 18:05:00	Adoption	Dog	Neutered Male	2 months	Boxer Mix	Tricolor	1	lateday	0	Male	0.0	0.16666666666666666	0	1	Mix	Boxer	Working	1	0	Tricolor
192	A671079	Nameless	2014-01-25 18:09:00	Adoption	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Tan	0	lateday	5	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
193	A693999	Nameless	2014-12-23 14:58:00	Transfer	Dog	Spayed Female	4 years	Rat Terrier Mix	Black/White	0	midday	1	Female	0.0	4.0	1	1	Mix	Rat Terrier	Terrier	0	1	Black
194	A691614	Challino	2014-11-12 18:27:00	Adoption	Dog	Neutered Male	4 months	German Shepherd/Siberian Husky	Red/White	1	lateday	2	Male	0.0	0.3333333333333333	0	0	Multiple	German Shepherd	Herding	2	1	Red
195	A703781	Romeo	2015-05-30 15:30:00	Transfer	Dog	Intact Male	6 years	Dachshund	Blue Merle/White	1	midday	5	Male	1.0	6.0	1	0	Simple	Dachshund	Hound	0	1	Blue Merle
196	A668803	Dumpling	2014-01-11 17:42:00	Adoption	Dog	Spayed Female	2 months	Border Collie/Labrador Retriever	Black/White	1	lateday	5	Female	0.0	0.16666666666666666	0	0	Multiple	Border Collie	Herding	1	1	Black
197	A677885	Lil' Mama	2014-05-12 14:05:00	Return_to_owner	Dog	Intact Female	2 years	Pit Bull Mix	Fawn	1	midday	0	Female	1.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Fawn
198	A675622	Nameless	2014-04-04 15:30:00	Adoption	Dog	Neutered Male	4 months	Collie Smooth/Labrador Retriever	Tricolor	0	midday	4	Male	0.0	0.3333333333333333	0	0	Multiple	Collie Smooth	Herding	2	0	Tricolor
199	A686319	Jack	2015-06-14 12:01:00	Adoption	Dog	Neutered Male	5 years	Plott Hound/Rhod Ridgeback	Brown Brindle	1	midday	6	Male	0.0	5.0	1	0	Multiple	Plott Hound	Hound	2	0	Brown Brindle
200	A671251	Buffy	2014-01-23 14:06:00	Return_to_owner	Dog	Spayed Female	2 years	Pit Bull Mix	Fawn/White	1	midday	3	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Fawn
201	A715812	Nameless	2015-11-15 18:01:00	Adoption	Dog	Spayed Female	10 months	Chihuahua Shorthair Mix	Tan/White	0	lateday	6	Female	0.0	0.8333333333333334	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Tan
202	A681003	Nameless	2014-06-17 13:27:00	Transfer	Dog	Neutered Male	2 years	Pointer/Labrador Retriever	Black/White	0	midday	1	Male	0.0	2.0	1	0	Multiple	Pointer	Sporting	1	1	Black
203	A715346	Molina	2015-11-09 17:02:00	Adoption	Dog	Spayed Female	10 months	Anatol Shepherd/Great Pyrenees	White	1	lateday	0	Female	0.0	0.8333333333333334	0	0	Multiple	Anatol Shepherd	Working	2	0	White
204	A679956	Simon	2014-06-08 16:49:00	Return_to_owner	Dog	Neutered Male	1 year	Anatol Shepherd	Fawn/Black	1	lateday	6	Male	0.0	1.0	0	0	Simple	Anatol Shepherd	Working	2	1	Fawn
205	A695950	Laurel	2015-02-13 14:49:00	Adoption	Dog	Spayed Female	2 years	Pit Bull Mix	Brown/White	1	midday	4	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown
206	A694278	Mya	2015-01-02 16:50:00	Transfer	Dog	Spayed Female	7 years	Great Dane	Black/White	1	lateday	4	Female	0.0	7.0	2	0	Simple	Great Dane	Working	3	1	Black
207	A686918	Aimee	2014-09-02 14:51:00	Transfer	Dog	Intact Female	3 years	Australian Cattle Dog Mix	Tricolor	1	midday	1	Female	1.0	3.0	1	1	Mix	Australian Cattle Dog	Herding	1	0	Tricolor
208	A711807	Lola	2015-10-23 18:07:00	Adoption	Dog	Spayed Female	2 years	Chinese Sharpei/Australian Cattle Dog	Red Tick/White	1	lateday	4	Female	0.0	2.0	1	0	Multiple	Chinese Sharpei	NonSporting	1	1	Red Tick
209	A677157	Sadie	2014-04-22 16:02:00	Return_to_owner	Dog	Intact Female	12 years	Labrador Retriever Mix	Yellow	1	lateday	1	Female	1.0	12.0	2	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
210	A697921	Pi	2015-03-16 12:10:00	Adoption	Dog	Spayed Female	1 year	Flat Coat Retriever Mix	Black	1	midday	0	Female	0.0	1.0	0	1	Mix	Flat Coat Retriever	Sporting	1	0	Black
211	A686691	Nameless	2014-08-29 16:56:00	Transfer	Dog	Neutered Male	3 years	Labrador Retriever Mix	Yellow	0	lateday	4	Male	0.0	3.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
213	A656110	Clover	2013-11-22 17:54:00	Return_to_owner	Dog	Spayed Female	9 months	Rat Terrier Mix	Tricolor	1	lateday	4	Female	0.0	0.75	0	1	Mix	Rat Terrier	Terrier	0	0	Tricolor
214	A678099	Spartacus	2015-06-10 17:23:00	Euthanasia	Dog	Neutered Male	2 years	Akita/Pit Bull	Tan/White	1	lateday	2	Male	0.0	2.0	1	0	Multiple	Akita	Working	2	1	Tan
215	A717989	Leroy	2015-12-28 17:33:00	Return_to_owner	Dog	Neutered Male	7 years	American Bulldog Mix	White	1	lateday	0	Male	0.0	7.0	2	1	Mix	American Bulldog	NonSporting	1	0	White
216	A673784	Severus	2014-03-10 16:24:00	Transfer	Dog	Neutered Male	4 months	Labrador Retriever Mix	Blue	1	lateday	0	Male	0.0	0.3333333333333333	0	1	Mix	Labrador Retriever	Sporting	1	0	Blue
217	A671889	Jezebel	2014-02-27 16:04:00	Return_to_owner	Dog	Spayed Female	5 years	Chihuahua Shorthair Mix	Tan	1	lateday	3	Female	0.0	5.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
218	A697627	Lucy	2015-03-01 16:13:00	Adoption	Dog	Spayed Female	2 years	Pointer/Labrador Retriever	Chocolate/White	1	lateday	6	Female	0.0	2.0	1	0	Multiple	Pointer	Sporting	1	1	Chocolate
219	A685945	Cody	2014-09-20 15:37:00	Adoption	Dog	Neutered Male	5 years	Chihuahua Shorthair Mix	Tan/White	1	midday	5	Male	0.0	5.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Tan
220	A715735	Nico	2015-11-13 12:59:00	Transfer	Dog	Intact Male	1 year	Labrador Retriever	Buff/Tan	1	midday	4	Male	1.0	1.0	0	0	Simple	Labrador Retriever	Sporting	1	1	Buff
221	A672263	Daisy	2014-02-13 17:05:00	Transfer	Dog	Spayed Female	2 years	Chihuahua Shorthair/Rat Terrier	White/Tan	1	lateday	3	Female	0.0	2.0	1	0	Multiple	Chihuahua Shorthair	Toy	0	1	White
222	A672744	Oso	2014-04-17 17:09:00	Euthanasia	Dog	Intact Male	3 years	Rottweiler Mix	Black/Tan	1	lateday	3	Male	1.0	3.0	1	1	Mix	Rottweiler	Working	1	1	Black
223	A696609	Lizzy	2015-07-11 13:49:00	Transfer	Dog	Spayed Female	2 years	Labrador Retriever	Black	1	midday	5	Female	0.0	2.0	1	0	Simple	Labrador Retriever	Sporting	1	0	Black
224	A714481	Bobby	2015-11-08 19:10:00	Adoption	Dog	Neutered Male	1 year	Boxer Mix	Brown/White	1	lateday	6	Male	0.0	1.0	0	1	Mix	Boxer	Working	1	1	Brown
225	A689596	Nameless	2014-10-10 14:05:00	Adoption	Dog	Neutered Male	2 years	Jack Russell Terrier Mix	White/Tan	0	midday	4	Male	0.0	2.0	1	1	Mix	Jack Russell Terrier	Terrier	0	1	White
226	A714546	Blaze	2015-10-26 12:43:00	Return_to_owner	Dog	Intact Male	9 months	Pit Bull/Dogue De Bordeaux	Red/White	1	midday	0	Male	1.0	0.75	0	0	Multiple	Pit Bull	PitBull	1	1	Red
227	A671352	Roman	2014-01-26 15:19:00	Adoption	Dog	Neutered Male	3 years	Labrador Retriever/Chow Chow	Brown	1	midday	6	Male	0.0	3.0	1	0	Multiple	Labrador Retriever	Sporting	1	0	Brown
228	A695943	Tucker	2015-02-08 14:55:00	Adoption	Dog	Neutered Male	2 years	Bernese Mountain Dog/Rottweiler	Tricolor	1	midday	6	Male	0.0	2.0	1	0	Multiple	Bernese Mountain Dog	Working	2	0	Tricolor
229	A682535	Nameless	2014-07-04 18:42:00	Transfer	Dog	Neutered Male	4 months	Plott Hound Mix	Brown Brindle/Red Tick	0	lateday	4	Male	0.0	0.3333333333333333	0	1	Mix	Plott Hound	Hound	2	1	Brown Brindle
230	A713263	Houston	2015-10-16 17:24:00	Return_to_owner	Dog	Intact Male	3 years	English Bulldog	Brown Brindle	1	lateday	4	Male	1.0	3.0	1	0	Simple	English Bulldog	NonSporting	1	0	Brown Brindle
231	A681679	Captain	2014-12-05 17:10:00	Transfer	Dog	Neutered Male	1 year	Pit Bull Mix	Brown/White	1	lateday	4	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Brown
232	A678536	Tulip	2014-05-17 13:44:00	Adoption	Dog	Spayed Female	1 year	Chihuahua Shorthair Mix	White/Brown	1	midday	5	Female	0.0	1.0	0	1	Mix	Chihuahua Shorthair	Toy	0	1	White
233	A718585	Nameless	2016-01-07 12:44:00	Transfer	Dog	Neutered Male	2 months	Labrador Retriever Mix	Black/Tan	0	midday	3	Male	0.0	0.16666666666666666	0	1	Mix	Labrador Retriever	Sporting	1	1	Black
234	A543073	Tiny Tinker	2015-05-11 18:38:00	Return_to_owner	Dog	Spayed Female	9 years	Chihuahua Shorthair	Brown	1	lateday	0	Female	0.0	9.0	2	0	Simple	Chihuahua Shorthair	Toy	0	0	Brown
235	A697959	Nigel	2015-05-31 18:53:00	Adoption	Dog	Neutered Male	2 years	Pit Bull Mix	Brown	1	lateday	6	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Brown
236	A715378	Sadie	2015-11-21 11:17:00	Adoption	Dog	Spayed Female	6 months	Pointer Mix	White/Blue	1	midday	5	Female	0.0	0.5	0	1	Mix	Pointer	Sporting	1	1	White
237	A697281	Nameless	2015-03-03 13:14:00	Adoption	Dog	Neutered Male	3 months	Chihuahua Longhair/Italian Greyhound	Tricolor	0	midday	1	Male	0.0	0.25	0	0	Multiple	Chihuahua Longhair	Toy	0	0	Tricolor
238	A681576	Pippin	2014-07-07 16:52:00	Adoption	Dog	Neutered Male	1 month	Labrador Retriever/Blue Lacy	Chocolate/White	1	lateday	0	Male	0.0	0.08333333333333333	0	0	Multiple	Labrador Retriever	Sporting	1	1	Chocolate
239	A716400	Calliope	2015-11-24 00:00:00	Transfer	Dog	Intact Female	1 year	Yorkshire Terrier Mix	Black/Tan	1	night	1	Female	1.0	1.0	0	1	Mix	Yorkshire Terrier	Toy	0	1	Black
240	A677460	Petra	2014-05-16 14:58:00	Adoption	Dog	Spayed Female	2 years	Pit Bull Mix	Blue/White	1	midday	4	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Blue
241	A675049	Judy	2014-03-22 16:23:00	Return_to_owner	Dog	Spayed Female	3 years	Labrador Retriever Mix	Black/White	1	lateday	5	Female	0.0	3.0	1	1	Mix	Labrador Retriever	Sporting	1	1	Black
242	A660046	Grace	2014-03-09 17:06:00	Return_to_owner	Dog	Spayed Female	2 years	American Staffordshire Terrier Mix	Blue/White	1	lateday	6	Female	0.0	2.0	1	1	Mix	American Staffordshire Terrier	Terrier	1	1	Blue
243	A660910	Kief	2013-10-24 12:31:00	Return_to_owner	Dog	Neutered Male	2 years	Dachshund/Catahoula	Brown Brindle/White	1	midday	3	Male	0.0	2.0	1	0	Multiple	Dachshund	Hound	0	1	Brown Brindle
244	A686377	Nameless	2014-08-25 17:01:00	Adoption	Dog	Neutered Male	2 months	Dachshund Wirehair Mix	Brown/Black	0	lateday	0	Male	0.0	0.16666666666666666	0	1	Mix	Dachshund Wirehair	Hound	0	1	Brown
245	A695654	Asha	2015-01-27 14:06:00	Euthanasia	Dog	Intact Female	8 months	Labrador Retriever Mix	Black	1	midday	1	Female	1.0	0.6666666666666666	0	1	Mix	Labrador Retriever	Sporting	1	0	Black
246	A680506	Shaka	2014-06-07 17:09:00	Adoption	Dog	Neutered Male	3 months	Chihuahua Shorthair Mix	Buff/White	1	lateday	5	Male	0.0	0.25	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Buff
