"","OutcomeType","HasName","TimeofDay","WeekDay","Sex","IsIntact","AgeinYears","Age","IsMixBreed","MixorMultipleorSimple","Group","Size","IsMixColor"
"302","Adoption",1,"lateday","Sunday","Male",0,4,1,1,"Mix","Terrier",1,1
"303","Return_to_owner",1,"midday","Friday","Male",0,1,0,1,"Mix","Terrier",1,1
"304","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Terrier",1,1
"305","Adoption",1,"midday","Wednesday","Female",0,3,1,1,"Mix","Terrier",1,1
"306","Return_to_owner",1,"midday","Sunday","Female",0,1,0,1,"Mix","Terrier",1,1
"307","Return_to_owner",1,"lateday","Friday","Male",0,5,1,1,"Mix","Terrier",1,0
"308","Euthanasia",1,"midday","Thursday","Male",0,2,1,1,"Mix","Terrier",1,1
"309","Return_to_owner",1,"lateday","Sunday","Male",0,2,1,1,"Mix","Terrier",1,1
"310","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Terrier",1,1
"311","Transfer",1,"midday","Monday","Male",0,1,0,1,"Mix","Terrier",1,1
"312","Adoption",1,"midday","Sunday","Male",0,3,1,0,"Multiple","Terrier",1,1
"313","Return_to_owner",1,"lateday","Tuesday","Male",1,1,0,1,"Mix","Terrier",1,1
"314","Transfer",1,"lateday","Friday","Male",0,2,1,1,"Mix","Terrier",1,1
"315","Adoption",1,"midday","Monday","Female",0,4,1,1,"Mix","Terrier",1,1
"316","Euthanasia",1,"midday","Tuesday","Female",0,2,1,1,"Mix","Terrier",1,1
"317","Transfer",1,"midday","Friday","Male",0,4,1,1,"Mix","Terrier",1,1
"318","Transfer",1,"midday","Wednesday","Female",1,0,0,1,"Mix","Terrier",1,0
"319","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Terrier",1,1
"320","Adoption",1,"lateday","Saturday","Female",0,4,1,0,"Simple","Terrier",1,1
"321","Transfer",0,"midday","Friday","Female",1,0,0,0,"Simple","Terrier",1,1
"322","Adoption",0,"lateday","Tuesday","Male",0,1,0,1,"Mix","Terrier",1,1
"323","Euthanasia",1,"midday","Friday","Male",0,2,1,1,"Mix","Terrier",1,1
"324","Return_to_owner",1,"midday","Friday","Male",1,10,2,1,"Mix","Terrier",1,0
"325","Transfer",1,"midday","Wednesday","Male",0,2,1,1,"Mix","Terrier",1,0
"326","Euthanasia",1,"midday","Monday","Female",1,9,2,0,"Simple","Terrier",1,1
"327","Euthanasia",0,"midday","Thursday","Male",1,2,1,0,"Multiple","Terrier",1,1
"328","Transfer",1,"midday","Thursday","Male",0,1,0,1,"Mix","Terrier",1,1
"329","Return_to_owner",1,"midday","Thursday","Male",1,3,1,1,"Mix","Terrier",1,1
"330","Return_to_owner",1,"lateday","Sunday","Female",0,3,1,1,"Mix","Terrier",1,1
"331","Transfer",0,"midday","Friday","Male",1,0,0,0,"Simple","Terrier",1,0
"332","Transfer",0,"midday","Friday","Female",1,0,0,0,"Simple","Terrier",1,0
"333","Adoption",1,"lateday","Monday","Female",0,0,0,0,"Multiple","Terrier",1,1
"334","Return_to_owner",1,"midday","Saturday","Female",0,2,1,1,"Mix","Terrier",1,1
"335","Transfer",1,"morning","Monday","Female",0,2,1,1,"Mix","Terrier",1,1
"336","Adoption",1,"midday","Wednesday","Female",0,1,0,1,"Mix","Terrier",1,1
"337","Return_to_owner",1,"lateday","Sunday","Female",1,2,1,1,"Mix","Terrier",1,1
"338","Transfer",1,"lateday","Wednesday","Male",0,3,1,1,"Mix","Terrier",1,1
"339","Adoption",1,"midday","Thursday","Female",0,1,0,1,"Mix","Terrier",1,1
"340","Transfer",0,"midday","Friday","Male",1,0,0,0,"Simple","Terrier",1,1
"341","Adoption",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","Terrier",1,1
"342","Adoption",1,"midday","Tuesday","Male",0,2,1,1,"Mix","Terrier",1,1
"343","Transfer",1,"midday","Friday","Female",0,1,0,1,"Mix","Terrier",1,1
"344","Return_to_owner",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Terrier",1,1
"345","Return_to_owner",1,"lateday","Tuesday","Male",0,8,2,1,"Mix","Terrier",1,1
"346","Adoption",1,"midday","Wednesday","Male",0,1,0,0,"Simple","Terrier",1,1
"347","Adoption",1,"lateday","Friday","Male",0,3,1,1,"Mix","Terrier",1,1
"348","Adoption",1,"lateday","Friday","Female",0,1,0,1,"Mix","Terrier",1,1
"349","Adoption",1,"midday","Monday","Male",0,1,0,1,"Mix","Terrier",1,1
"350","Adoption",1,"midday","Saturday","Male",0,2,1,1,"Mix","Terrier",1,1
"351","Adoption",1,"lateday","Monday","Male",0,2,1,1,"Mix","Terrier",1,1
"352","Transfer",1,"midday","Tuesday","Male",0,2,1,0,"Multiple","Terrier",1,1
"353","Adoption",1,"lateday","Saturday","Male",0,1,0,0,"Simple","Terrier",1,1
"354","Return_to_owner",1,"lateday","Tuesday","Male",1,2,1,1,"Mix","Terrier",1,1
"355","Return_to_owner",1,"midday","Wednesday","Female",0,4,1,1,"Mix","Terrier",1,1
"356","Adoption",1,"midday","Monday","Female",0,7,2,1,"Mix","Terrier",1,0
"357","Adoption",1,"midday","Tuesday","Female",0,1,0,0,"Multiple","Terrier",1,0
"358","Adoption",1,"midday","Saturday","Female",0,1,0,1,"Mix","Terrier",1,1
"360","Euthanasia",1,"lateday","Friday","Male",1,1,0,1,"Mix","Terrier",1,1
"361","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","Terrier",1,1
"362","Euthanasia",1,"midday","Friday","Male",0,1,0,1,"Mix","Terrier",1,0
"363","Adoption",1,"lateday","Tuesday","Male",0,6,1,0,"Simple","Terrier",1,1
"364","Adoption",1,"lateday","Thursday","Female",0,1,0,1,"Mix","Terrier",1,1
"365","Adoption",1,"midday","Saturday","Female",0,2,1,1,"Mix","Terrier",1,1
"366","Transfer",0,"midday","Friday","Male",1,0,0,0,"Simple","Terrier",1,0
"367","Adoption",1,"midday","Monday","Female",0,5,1,1,"Mix","Terrier",1,1
"368","Transfer",1,"midday","Sunday","Male",0,3,1,0,"Multiple","Terrier",1,1
"369","Transfer",1,"midday","Sunday","Male",0,7,2,1,"Mix","Terrier",1,1
"370","Return_to_owner",1,"midday","Wednesday","Female",1,2,1,1,"Mix","Terrier",1,1
"371","Adoption",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","Terrier",1,1
"372","Adoption",1,"lateday","Saturday","Female",0,5,1,1,"Mix","Terrier",1,1
"373","Euthanasia",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Terrier",1,1
"374","Transfer",1,"midday","Friday","Female",1,2,1,1,"Mix","Terrier",1,1
"375","Adoption",1,"lateday","Sunday","Female",0,2,1,1,"Mix","Terrier",1,1
"376","Return_to_owner",1,"midday","Thursday","Female",0,6,1,1,"Mix","Terrier",1,1
"377","Return_to_owner",1,"lateday","Wednesday","Female",0,6,1,1,"Mix","Terrier",1,1
"378","Return_to_owner",1,"midday","Sunday","Male",0,2,1,1,"Mix","Terrier",1,1
"379","Adoption",1,"midday","Monday","Female",0,1,0,1,"Mix","Terrier",1,1
"380","Adoption",1,"midday","Tuesday","Female",0,2,1,1,"Mix","Terrier",1,1
"381","Adoption",1,"lateday","Friday","Female",0,1,0,1,"Mix","Terrier",1,1
"382","Return_to_owner",1,"lateday","Wednesday","Male",1,11,2,1,"Mix","Terrier",1,1
"383","Adoption",1,"lateday","Monday","Female",0,2,1,1,"Mix","Terrier",1,1
"384","Adoption",1,"midday","Monday","Male",0,2,1,1,"Mix","Terrier",1,1
"385","Transfer",1,"lateday","Tuesday","Male",0,5,1,1,"Mix","Terrier",1,1
"386","Adoption",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Terrier",1,0
"387","Return_to_owner",1,"midday","Sunday","Female",0,9,2,1,"Mix","Terrier",1,1
"388","Adoption",1,"lateday","Monday","Female",0,2,1,1,"Mix","Terrier",1,1
"389","Euthanasia",1,"midday","Sunday","Male",1,5,1,1,"Mix","Terrier",1,1
"390","Adoption",1,"lateday","Thursday","Female",0,2,1,1,"Mix","Terrier",1,1
"391","Adoption",0,"lateday","Friday","Male",0,0,0,1,"Mix","Terrier",1,1
"392","Transfer",1,"lateday","Tuesday","Female",1,1,0,1,"Mix","Terrier",1,0
"393","Adoption",1,"midday","Sunday","Male",0,1,0,1,"Mix","Terrier",1,1
"394","Transfer",1,"midday","Thursday","Male",0,1,0,1,"Mix","Terrier",1,1
"395","Return_to_owner",1,"lateday","Sunday","Male",0,1,0,1,"Mix","Terrier",1,1
"396","Return_to_owner",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Terrier",1,0
"397","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Terrier",1,1
"398","Return_to_owner",1,"midday","Saturday","Female",1,2,1,1,"Mix","Terrier",1,1
"399","Transfer",0,"midday","Friday","Male",1,0,0,0,"Simple","Terrier",1,1
"400","Return_to_owner",1,"midday","Monday","Male",1,4,1,1,"Mix","Terrier",1,1
"401","Return_to_owner",1,"midday","Saturday","Male",0,4,1,1,"Mix","Terrier",1,1
"402","Euthanasia",1,"lateday","Wednesday","Male",1,2,1,1,"Mix","Terrier",1,1
"403","Adoption",1,"midday","Saturday","Male",0,3,1,1,"Mix","Terrier",1,1
"404","Return_to_owner",1,"lateday","Wednesday","Male",1,5,1,1,"Mix","Terrier",1,1
"405","Return_to_owner",1,"midday","Thursday","Female",0,9,2,1,"Mix","Terrier",1,1
"406","Adoption",1,"midday","Wednesday","Male",1,0,0,1,"Mix","Working",2,1
"407","Adoption",1,"lateday","Sunday","Female",0,0,0,0,"Multiple","Working",2,1
"408","Transfer",0,"midday","Sunday","Male",0,0,0,0,"Multiple","Working",2,1
"409","Transfer",1,"lateday","Tuesday","Male",0,2,1,1,"Mix","Working",2,1
"410","Return_to_owner",1,"midday","Thursday","Male",0,2,1,0,"Simple","Working",2,1
"411","Adoption",1,"midday","Sunday","Female",0,2,1,1,"Mix","Working",2,1
"412","Adoption",1,"midday","Sunday","Female",0,4,1,0,"Multiple","Working",2,1
"413","Adoption",1,"midday","Thursday","Male",0,1,0,1,"Mix","Working",2,1
"414","Adoption",1,"lateday","Wednesday","Female",1,0,0,1,"Mix","Working",2,1
"415","Return_to_owner",1,"lateday","Sunday","Male",0,1,0,0,"Simple","Working",2,1
"416","Adoption",0,"lateday","Thursday","Female",0,0,0,0,"Simple","Working",2,0
"417","Transfer",1,"midday","Monday","Female",0,0,0,0,"Simple","Working",2,0
"418","Transfer",1,"midday","Sunday","Male",0,0,0,1,"Mix","Working",2,1
"419","Return_to_owner",1,"midday","Tuesday","Female",1,1,0,0,"Simple","Working",2,1
"420","Adoption",1,"lateday","Sunday","Male",0,0,0,0,"Simple","Working",2,1
"421","Adoption",1,"midday","Saturday","Female",0,0,0,1,"Mix","Working",2,1
"422","Adoption",0,"midday","Sunday","Male",0,1,0,0,"Simple","Working",2,1
"423","Transfer",1,"midday","Monday","Male",1,0,0,1,"Mix","Working",2,1
"424","Adoption",1,"lateday","Saturday","Male",0,0,0,0,"Multiple","Working",2,1
"425","Transfer",1,"night","Sunday","Male",1,1,0,1,"Mix","Working",2,1
"426","Adoption",1,"lateday","Saturday","Male",0,6,1,1,"Mix","Working",2,1
"427","Adoption",0,"midday","Saturday","Male",0,0,0,1,"Mix","Working",2,1
"428","Return_to_owner",1,"morning","Monday","Male",0,2,1,0,"Simple","Working",2,1
"429","Transfer",1,"midday","Sunday","Female",1,0,0,1,"Mix","Working",2,0
"430","Adoption",1,"midday","Friday","Male",0,1,0,1,"Mix","Working",2,1
"431","Return_to_owner",1,"lateday","Wednesday","Female",0,3,1,1,"Mix","Working",2,1
"432","Transfer",0,"lateday","Friday","Male",1,0,0,1,"Mix","Working",2,0
"433","Transfer",1,"midday","Thursday","Female",0,1,0,1,"Mix","Working",2,1
"434","Adoption",1,"lateday","Saturday","Female",0,0,0,1,"Mix","Working",2,1
"435","Transfer",0,"midday","Wednesday","Female",1,0,0,0,"Multiple","Working",2,1
"436","Transfer",1,"midday","Wednesday","Female",0,1,0,0,"Simple","Working",2,1
"437","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","Working",2,0
"438","Return_to_owner",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Working",2,0
"439","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","Working",2,1
"440","Adoption",1,"lateday","Monday","Female",0,1,0,1,"Mix","Working",2,1
"441","Transfer",1,"night","Sunday","Female",0,2,1,1,"Mix","Working",2,1
"442","Adoption",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Working",2,1
"443","Transfer",0,"lateday","Friday","Male",1,0,0,1,"Mix","Working",2,0
"444","Transfer",1,"midday","Sunday","Male",1,0,0,1,"Mix","Working",2,0
"445","Adoption",1,"lateday","Monday","Female",0,0,0,1,"Mix","Working",2,0
"446","Adoption",1,"lateday","Saturday","Male",0,0,0,0,"Multiple","Working",2,1
"447","Transfer",1,"midday","Thursday","Female",1,0,0,1,"Mix","Working",2,0
"448","Transfer",1,"midday","Monday","Female",0,3,1,0,"Multiple","Working",2,0
"449","Transfer",1,"midday","Friday","Female",0,1,0,1,"Mix","Working",2,0
"450","Transfer",0,"midday","Sunday","Male",1,1,0,1,"Mix","Working",2,1
"451","Transfer",1,"midday","Saturday","Female",1,0,0,0,"Multiple","Working",2,0
"452","Adoption",1,"midday","Saturday","Female",0,1,0,0,"Multiple","Working",2,0
"453","Transfer",1,"midday","Saturday","Female",0,1,0,0,"Multiple","Working",2,0
"454","Died",1,"lateday","Thursday","Male",0,8,2,1,"Mix","Working",2,1
"455","Adoption",0,"lateday","Saturday","Male",0,1,0,0,"Multiple","Working",2,0
"456","Adoption",1,"midday","Saturday","Male",0,1,0,0,"Multiple","Working",2,1
"457","Adoption",1,"midday","Friday","Male",0,2,1,1,"Mix","Working",2,1
"458","Return_to_owner",1,"lateday","Monday","Male",0,1,0,1,"Mix","Working",2,1
"459","Transfer",0,"lateday","Monday","Female",1,0,0,1,"Mix","Working",2,1
"460","Return_to_owner",1,"lateday","Monday","Male",0,0,0,1,"Mix","Working",2,1
"461","Adoption",1,"midday","Monday","Female",0,0,0,0,"Simple","Working",2,0
"462","Transfer",1,"midday","Saturday","Male",1,0,0,0,"Multiple","Working",2,1
"463","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Working",2,1
"464","Return_to_owner",1,"midday","Thursday","Female",0,3,1,1,"Mix","Working",2,0
"465","Adoption",1,"lateday","Sunday","Male",0,0,0,0,"Multiple","Working",2,1
"466","Transfer",1,"midday","Sunday","Male",1,1,0,0,"Multiple","Working",2,1
"467","Adoption",1,"midday","Saturday","Female",0,1,0,1,"Mix","Working",2,0
"468","Adoption",1,"lateday","Monday","Female",0,1,0,0,"Multiple","Working",2,0
"469","Transfer",1,"midday","Monday","Female",0,1,0,0,"Multiple","Working",2,1
"470","Transfer",0,"midday","Thursday","Female",1,0,0,1,"Mix","Working",2,1
"471","Transfer",1,"midday","Monday","Female",0,1,0,1,"Mix","Working",2,1
"472","Adoption",0,"lateday","Tuesday","Female",0,0,0,1,"Mix","Working",2,0
"473","Transfer",1,"midday","Thursday","Female",0,3,1,0,"Multiple","Working",2,0
"474","Euthanasia",1,"lateday","Sunday","Male",0,2,1,1,"Mix","Working",2,1
"475","Adoption",0,"lateday","Friday","Female",0,0,0,1,"Mix","Working",2,1
"476","Adoption",1,"midday","Thursday","Male",0,1,0,0,"Multiple","Working",2,1
"478","Return_to_owner",1,"midday","Tuesday","Female",0,1,0,1,"Mix","Working",2,1
"479","Adoption",1,"lateday","Monday","Male",0,0,0,0,"Multiple","Working",2,1
"480","Adoption",1,"lateday","Friday","Male",0,2,1,1,"Mix","Working",2,1
"481","Return_to_owner",1,"lateday","Sunday","Male",0,1,0,1,"Mix","Working",2,1
"482","Adoption",1,"lateday","Monday","Female",0,0,0,1,"Mix","Working",2,1
"483","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Working",2,1
"484","Adoption",1,"lateday","Thursday","Male",0,1,0,0,"Multiple","Working",2,1
"485","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","Working",2,1
"486","Adoption",1,"midday","Sunday","Male",0,1,0,1,"Mix","Working",2,1
"487","Adoption",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","Working",2,1
"488","Adoption",1,"lateday","Monday","Male",0,1,0,0,"Multiple","Working",2,0
"489","Return_to_owner",1,"lateday","Tuesday","Female",0,5,1,0,"Multiple","Working",2,0
"490","Return_to_owner",1,"midday","Monday","Male",0,8,2,1,"Mix","Working",2,1
"491","Adoption",1,"midday","Monday","Male",0,5,1,1,"Mix","Working",2,1
"492","Adoption",1,"midday","Tuesday","Male",0,1,0,1,"Mix","Working",2,1
"493","Transfer",0,"lateday","Tuesday","Female",0,0,0,0,"Multiple","Working",2,1
"494","Adoption",0,"lateday","Wednesday","Female",0,0,0,0,"Multiple","Working",2,1
"495","Adoption",1,"lateday","Tuesday","Female",0,0,0,1,"Mix","Working",2,1
"496","Transfer",0,"midday","Sunday","Female",1,1,0,1,"Mix","Working",2,0
"497","Adoption",0,"lateday","Saturday","Female",0,0,0,0,"Multiple","Working",2,1
"498","Adoption",1,"midday","Tuesday","Female",0,2,1,1,"Mix","Working",2,1
"499","Transfer",0,"midday","Saturday","Male",1,3,1,1,"Mix","Working",2,1
"500","Return_to_owner",1,"midday","Wednesday","Male",0,9,2,1,"Mix","Working",2,0
"501","Adoption",0,"lateday","Thursday","Female",0,0,0,1,"Mix","Working",2,1
"502","Adoption",1,"lateday","Friday","Male",0,9,2,1,"Mix","Working",2,1
"503","Transfer",1,"midday","Monday","Female",0,2,1,1,"Mix","Working",2,1
"504","Adoption",1,"lateday","Sunday","Female",0,0,0,0,"Simple","Working",2,1
"505","Adoption",1,"midday","Saturday","Male",0,2,1,1,"Mix","Working",2,0
"506","Transfer",1,"night","Monday","Male",0,0,0,0,"Multiple","Working",2,0
"507","Return_to_owner",1,"midday","Monday","Male",1,1,0,1,"Mix","Working",2,1
"508","Transfer",1,"midday","Saturday","Male",0,1,0,0,"Multiple","Working",2,1
"509","Adoption",1,"lateday","Monday","Female",0,0,0,1,"Mix","Working",2,1
"510","Transfer",0,"lateday","Tuesday","Male",1,2,1,1,"Mix","Working",2,0
"511","Adoption",1,"lateday","Friday","Male",0,6,1,0,"Simple","Working",2,1
"512","Adoption",1,"lateday","Monday","Male",0,0,0,1,"Mix","Working",2,0
"513","Adoption",1,"midday","Sunday","Female",0,2,1,1,"Mix","Working",2,1
"514","Adoption",1,"midday","Thursday","Female",0,2,1,1,"Mix","Working",2,1
"515","Transfer",1,"lateday","Sunday","Female",0,1,0,1,"Mix","Working",2,1
"516","Return_to_owner",1,"lateday","Wednesday","Male",0,0,0,0,"Multiple","Working",2,1
"517","Transfer",0,"lateday","Friday","Male",1,0,0,1,"Mix","Working",2,0
"518","Adoption",1,"lateday","Saturday","Male",1,0,0,1,"Mix","Working",2,1
"520","Transfer",1,"midday","Wednesday","Male",1,0,0,0,"Multiple","Working",2,0
"521","Transfer",1,"midday","Friday","Female",1,0,0,1,"Mix","Working",2,1
"522","Return_to_owner",1,"lateday","Sunday","Male",0,0,0,1,"Mix","Working",2,0
"523","Adoption",1,"lateday","Thursday","Male",0,3,1,1,"Mix","Working",2,1
"524","Adoption",1,"midday","Tuesday","Female",0,2,1,1,"Mix","Herding",1,1
"525","Return_to_owner",1,"midday","Tuesday","Female",0,7,2,1,"Mix","Herding",1,1
"526","Adoption",0,"lateday","Tuesday","Female",0,0,0,1,"Mix","Herding",1,1
"527","Return_to_owner",1,"lateday","Thursday","Female",0,9,2,1,"Mix","Herding",1,0
"528","Transfer",1,"midday","Sunday","Male",0,5,1,1,"Mix","Herding",1,1
"529","Transfer",0,"midday","Saturday","Male",0,0,0,1,"Mix","Herding",1,1
"530","Adoption",1,"midday","Saturday","Female",0,3,1,0,"Multiple","Herding",1,1
"531","Adoption",1,"lateday","Saturday","Female",0,0,0,1,"Mix","Herding",1,1
"532","Adoption",1,"lateday","Monday","Female",0,2,1,1,"Mix","Herding",1,1
"533","Adoption",1,"lateday","Saturday","Male",0,5,1,0,"Simple","Herding",1,1
"534","Adoption",1,"lateday","Saturday","Female",0,1,0,0,"Multiple","Herding",1,1
"535","Transfer",1,"lateday","Friday","Female",1,0,0,1,"Mix","Herding",1,1
"536","Adoption",1,"lateday","Sunday","Male",0,1,0,0,"Multiple","Herding",1,1
"537","Transfer",1,"lateday","Friday","Male",0,1,0,1,"Mix","Herding",1,1
"538","Transfer",1,"lateday","Monday","Female",0,1,0,0,"Multiple","Herding",1,1
"539","Died",1,"midday","Friday","Male",0,10,2,1,"Mix","Herding",1,1
"540","Transfer",0,"lateday","Saturday","Female",1,0,0,1,"Mix","Herding",1,1
"541","Adoption",1,"lateday","Monday","Male",0,5,1,1,"Mix","Herding",1,1
"542","Return_to_owner",1,"lateday","Thursday","Female",0,1,0,1,"Mix","Herding",1,1
"543","Adoption",1,"midday","Sunday","Female",1,5,1,1,"Mix","Herding",1,1
"544","Return_to_owner",1,"midday","Tuesday","Female",1,2,1,1,"Mix","Herding",1,0
"545","Transfer",1,"midday","Sunday","Male",0,0,0,1,"Mix","Herding",1,1
"546","Return_to_owner",1,"lateday","Tuesday","Male",0,8,2,1,"Mix","Herding",1,0
"547","Adoption",1,"midday","Sunday","Female",0,0,0,1,"Mix","Herding",1,1
"548","Adoption",1,"midday","Wednesday","Female",0,6,1,0,"Multiple","Herding",1,1
"549","Adoption",0,"morning","Saturday","Female",0,5,1,1,"Mix","Herding",1,1
"550","Euthanasia",1,"midday","Monday","Male",1,3,1,1,"Mix","Herding",1,1
"551","Adoption",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Herding",1,1
"552","Adoption",1,"lateday","Friday","Male",0,1,0,1,"Mix","Herding",1,0
"553","Transfer",0,"midday","Tuesday","Male",1,0,0,1,"Mix","Herding",1,1
"554","Adoption",1,"midday","Thursday","Male",0,5,1,0,"Multiple","Herding",1,1
"555","Transfer",1,"midday","Friday","Female",0,6,1,1,"Mix","Herding",1,0
"556","Return_to_owner",1,"midday","Saturday","Male",0,7,2,0,"Multiple","Herding",1,0
"557","Adoption",1,"midday","Thursday","Female",0,0,0,1,"Mix","Herding",1,1
"558","Adoption",0,"lateday","Thursday","Male",0,1,0,0,"Multiple","Herding",1,1
"559","Adoption",1,"midday","Wednesday","Male",0,4,1,1,"Mix","Herding",1,1
"560","Euthanasia",1,"midday","Thursday","Female",0,12,2,1,"Mix","Herding",1,1
"561","Adoption",1,"midday","Friday","Female",0,0,0,1,"Mix","Herding",1,0
"562","Transfer",0,"lateday","Wednesday","Male",1,0,0,0,"Simple","Herding",1,1
"563","Adoption",1,"midday","Sunday","Female",0,6,1,0,"Multiple","Herding",1,1
"564","Adoption",0,"midday","Monday","Male",0,3,1,1,"Mix","Herding",1,0
"565","Adoption",0,"lateday","Monday","Male",0,1,0,1,"Mix","Herding",1,1
"566","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","Herding",1,0
"567","Return_to_owner",1,"lateday","Thursday","Female",1,2,1,1,"Mix","Herding",1,1
"568","Return_to_owner",1,"lateday","Friday","Male",0,11,2,1,"Mix","Herding",1,0
"569","Adoption",1,"midday","Sunday","Female",0,2,1,0,"Multiple","Herding",1,1
"570","Transfer",0,"morning","Wednesday","Female",1,0,0,1,"Mix","Herding",1,1
"571","Return_to_owner",1,"lateday","Friday","Female",0,2,1,1,"Mix","Herding",1,1
"572","Euthanasia",1,"morning","Tuesday","Male",0,3,1,0,"Simple","Herding",1,1
"573","Adoption",1,"midday","Saturday","Male",0,1,0,1,"Mix","Herding",1,1
"574","Euthanasia",1,"midday","Thursday","Male",0,3,1,1,"Mix","Herding",1,0
"575","Return_to_owner",1,"lateday","Saturday","Female",1,9,2,1,"Mix","Herding",1,0
"576","Transfer",0,"lateday","Wednesday","Male",1,1,0,1,"Mix","Herding",1,1
"577","Adoption",1,"midday","Friday","Female",0,2,1,1,"Mix","Herding",1,1
